candidate_id,candidate_sex,text_excerpt,predicted_name,score,correct,missed_names
EL103_L_1978_03_033_09_1_PF_01,femme,"-
ELECTIONS LEGISLATIVES DE MARS 1978 9' circonscription de la Gironde
Monique LE HIR infirmière, 24 ans
candidate présentée par
LUTTE OUVRIÈRE
Suppléant : Jean-Bernard BALAUSE agent SNCF, 28 ans
Travailleuses, travailleurs,
LUTTE OUVRIERE, le parti que je représente ici, présente des candidats dans toutes les circonscriptions du pays et, parmi ces candidats, il y a 191 femmes. C'est de loin le parti qui présente le plus de femmes, et c'est le seul dont le porte-parole national, Arlette LAGUILLER, soit aussi une femme.
C'est qu'à LUTTE OUVRIERE, l'égalité des hommes et des femmes est une réalité, et je suis heureux d'appartenir à un mouvement qui met ainsi ses actes en rapport avec ses paroles.
TRAVAILLEUSES, TRAVAILLEURS,
- et par travailleurs, J'entends les ouvriers, les employés, les artisans, les petits paysans, les petits commerçants et les femmes dont on oublie toujours le travail au foyer - je sollicite vos suffrages car je crois, en tant que travailleur, que, si vous m'en jugez digne, je pourrai vous repré- senter valablement et utilement au Parlement, y dire tout ce que vous aurez à dire aux politiciens et y faire entendre votre voix, quelles que soient les circonstances politiques.
Il faut voter contre la droite ...
I faut que les travailleurs, le 12 mars, votent massivement contre la droite, qui fait retomber tout le poids de la crise sur les petites gens. Les ouvriers, les employés ne peuvent pas approuver le plan d'austérité, le blocage de salaires et le chômage. Ils doivent voter contre les amis politiques de BARRE et CHIRAC.
Les petits paysans, les petits commerçants, les artisans doivent, eux aussi, voter contre les hommes politiques de la droite, qui ont surimposé les petits pour mieux subventionner les gros. Sous leur gouvernement, plus du quart de la paysannerie a été chassé de ses terres, des centaines de milliers de jeunes ont dû quitter les campagnes, faute de pouvoir y vivre. Des dizaines de milliers de petits commerçants ont été saignés par l",Arlette LAGUILLER,0.999,,
EL103_L_1978_03_033_09_1_PF_01,femme,"-
ELECTIONS LEGISLATIVES DE MARS 1978 9' circonscription de la Gironde
Monique LE HIR infirmière, 24 ans
candidate présentée par
LUTTE OUVRIÈRE
Suppléant : Jean-Bernard BALAUSE agent SNCF, 28 ans
Travailleuses, travailleurs,
LUTTE OUVRIERE, le parti que je représente ici, présente des candidats dans toutes les circonscriptions du pays et, parmi ces candidats, il y a 191 femmes. C'est de loin le parti qui présente le plus de femmes, et c'est le seul dont le porte-parole national, Arlette LAGUILLER, soit aussi une femme.
C'est qu'à LUTTE OUVRIERE, l'égalité des hommes et des femmes est une réalité, et je suis heureux d'appartenir à un mouvement qui met ainsi ses actes en rapport avec ses paroles.
TRAVAILLEUSES, TRAVAILLEURS,
- et par travailleurs, J'entends les ouvriers, les employés, les artisans, les petits paysans, les petits commerçants et les femmes dont on oublie toujours le travail au foyer - je sollicite vos suffrages car je crois, en tant que travailleur, que, si vous m'en jugez digne, je pourrai vous repré- senter valablement et utilement au Parlement, y dire tout ce que vous aurez à dire aux politiciens et y faire entendre votre voix, quelles que soient les circonstances politiques.
Il faut voter contre la droite ...
I faut que les travailleurs, le 12 mars, votent massivement contre la droite, qui fait retomber tout le poids de la crise sur les petites gens. Les ouvriers, les employés ne peuvent pas approuver le plan d'austérité, le blocage de salaires et le chômage. Ils doivent voter contre les amis politiques de BARRE et CHIRAC.
Les petits paysans, les petits commerçants, les artisans doivent, eux aussi, voter contre les hommes politiques de la droite, qui ont surimposé les petits pour mieux subventionner les gros. Sous leur gouvernement, plus du quart de la paysannerie a été chassé de ses terres, des centaines de milliers de jeunes ont dû quitter les campagnes, faute de pouvoir y vivre. Des dizaines de milliers de petits commerçants ont été saignés par l",BARRE,0.995,,
EL103_L_1978_03_033_09_1_PF_01,femme,"-
ELECTIONS LEGISLATIVES DE MARS 1978 9' circonscription de la Gironde
Monique LE HIR infirmière, 24 ans
candidate présentée par
LUTTE OUVRIÈRE
Suppléant : Jean-Bernard BALAUSE agent SNCF, 28 ans
Travailleuses, travailleurs,
LUTTE OUVRIERE, le parti que je représente ici, présente des candidats dans toutes les circonscriptions du pays et, parmi ces candidats, il y a 191 femmes. C'est de loin le parti qui présente le plus de femmes, et c'est le seul dont le porte-parole national, Arlette LAGUILLER, soit aussi une femme.
C'est qu'à LUTTE OUVRIERE, l'égalité des hommes et des femmes est une réalité, et je suis heureux d'appartenir à un mouvement qui met ainsi ses actes en rapport avec ses paroles.
TRAVAILLEUSES, TRAVAILLEURS,
- et par travailleurs, J'entends les ouvriers, les employés, les artisans, les petits paysans, les petits commerçants et les femmes dont on oublie toujours le travail au foyer - je sollicite vos suffrages car je crois, en tant que travailleur, que, si vous m'en jugez digne, je pourrai vous repré- senter valablement et utilement au Parlement, y dire tout ce que vous aurez à dire aux politiciens et y faire entendre votre voix, quelles que soient les circonstances politiques.
Il faut voter contre la droite ...
I faut que les travailleurs, le 12 mars, votent massivement contre la droite, qui fait retomber tout le poids de la crise sur les petites gens. Les ouvriers, les employés ne peuvent pas approuver le plan d'austérité, le blocage de salaires et le chômage. Ils doivent voter contre les amis politiques de BARRE et CHIRAC.
Les petits paysans, les petits commerçants, les artisans doivent, eux aussi, voter contre les hommes politiques de la droite, qui ont surimposé les petits pour mieux subventionner les gros. Sous leur gouvernement, plus du quart de la paysannerie a été chassé de ses terres, des centaines de milliers de jeunes ont dû quitter les campagnes, faute de pouvoir y vivre. Des dizaines de milliers de petits commerçants ont été saignés par l",CHIRAC,0.995,,
EL175_L_1988_06_031_05_1_PF_02,homme,"Sciences Po / fonds CEVIPOF
ELECTIONS LÉGISLATIVES DES 5 ET 12 JUIN 1988 5e CIRCONSCRIPTION
UNION POUR LA HAUTE GARONNE
JACQUES DE CRUZEL CHARLES-PAUL SOUILLARD
59 ans. Marié, 4 enfants. Epouse : mère au foyer.
Directeur de la Chambre d'Agriculture. Administrateur-trésorier de la Coopérative Forestière du Bassin de la Garonne.
Membre du Conseil Régional de l'Enseignement Agricole Privé.
Président de l'Association Régionale de Tourisme Equestre.
Maire de Gagnac-sur-Garonne. Médaille de Bronze de la Jeunesse et des Sports. Officier du Mérite Agricole.
52 ans. Marié, 3 enfants. Epouse : pharmacienne à Blagnac.
Ingénieur au Bureau d'Etudes de l'Aérospatiale. Lieutenant-colonel de Réserve.
Ancien auditeur à l'Institut des Hautes Etudes de la Défense Nationale.
Syndicaliste. Officier de l'Ordre National du Mérite.
CANDIDAT SUPPLÉANT C.D.S.
CANDIDAT TITULAIRE R.P.R.
Lors de la dernière élection présidentielle, les français ont exprimé leur choix, et nous le respectons.
Mais le 5 et le 12 juin prochains vous aurez à choisir le député qui sera amené à vous représenter à l'Assemblée Nationale, et à défendre vos intérêts, ceux de votre circons- cription, et au delà ceux de votre département.
VOUS AUREZ LE CHOIX :
- soit de donner au seul Parti Socialiste, comme en 1981, et pour cinq ans, la totalité du pouvoir et il n'y aura pas d'ouverture.
- soit de donner leur confiance à des hommes et des femmes qui ont fait la démonstra- tion de leur efficacité, de leur volonté d'ouverture, de justice sociale et de modernisation.
POUR RÉAFFIRMER VOTRE ATTACHEMENT AUX OBJECTIFS SUIVANTS :
- le dynamisme et la liberté économique qui créent les emplois,
- la solidarité entre tous les français, citoyens égaux en devoirs et en droits,
- la priorité à la formation et à la culture,
- la sécurité des personnes,
- la tolérance et le respect de l'autre,
- l'amour et la fierté de la FRANCE, capable de rayonner en EUROPE et dans le MONDE.
POUR ATTEINDRE CES OBJECTIFS,
DONNEZ VOTRE CONFIANCE, VOTEZ ET",JACQUES DE CRUZEL CHARLES-PAUL SOUILLARD,0.991,,
EL068_L_1973_03_075_16_1_PF_06,homme,"Sciences Po / fonds CEVIPOF
ELECTIONS LEGISLATIVES DU 4 MARS 1973 - PARIS 16e CIRCONSCRIPTION
PSU
Le Parti Socialiste Unifié présente
Olivier Delatour
Chauffeur - Manutentionnaire Syndicaliste
SUPPLEANT
Jean Guerard Technicien Syndicaliste
MAIN BASSE SUR LE 14e
Vous êtes l'un de ces 80.000 habitants de la 16e circonscription comprise dans le 14e arrondissement jamais consultés sur le devenir de votre quartier. Pour la simple raison que le régime actuel agit pour le profit des banques et des sociétés de rénovation et non pas pour résoudre vos problèmes. Des exemples ?
Logement : Ilots des mariniers, villa Brune, rue du commandant Mouchotte, apparaissent des rési- dences à grand standing. Mais à quel prix ? Qui en profite ?... Des trusts immobiliers comme la SEMIREP récupèrent des loyers exorbitants et sous couvert de rénovation trouvent le prétexte de chasser de Paris les travailleurs. Des maisons sont vidées de leurs occu- pants alors qu'elles pourraient encore servir' pour des loyers assez modestes ! Mais cela ne ferait pas le compte de ces ""rénovateurs"" intéressés. C'est ce qu'ont démontré les occupants du 17, rue Jacquier.
Equipements sociaux : Les crèches : insuffisance manifeste ! les hôpitaux, comme Broussais et Saint-Jo- seph, surchargés et vétustes ! Les foyers pour personnes
âgées sont rares : 500 places en tout mises à leur disposition ! Alors que 14 % de la population de notre circonscription a plus de 65 ans, plusieurs milliers d'an- ciens travailleurs sont abandonnés dans leur solitude. Aucun logement accessible à leurs modestes ressources n'est prévu pour eux dans les immeubles luxueux qui se dressent dans votre quartier !
Loisirs : combien d'espaces verts dans le 14e ? de stades ? de piscines ? Dans les 2 maisons de jeunes existantes, il faut montrer pattes blanches ! Les enfants ne peuvent jouer librement par manque de terrains de jeu, même dans les rares espaces verts.
Plaisance pâtit de la malfaisance de leur ""nouvelle société"". C'est pourtant notr",Olivier Delatour,0.996,,
EL068_L_1973_03_075_16_1_PF_06,homme,"Sciences Po / fonds CEVIPOF
ELECTIONS LEGISLATIVES DU 4 MARS 1973 - PARIS 16e CIRCONSCRIPTION
PSU
Le Parti Socialiste Unifié présente
Olivier Delatour
Chauffeur - Manutentionnaire Syndicaliste
SUPPLEANT
Jean Guerard Technicien Syndicaliste
MAIN BASSE SUR LE 14e
Vous êtes l'un de ces 80.000 habitants de la 16e circonscription comprise dans le 14e arrondissement jamais consultés sur le devenir de votre quartier. Pour la simple raison que le régime actuel agit pour le profit des banques et des sociétés de rénovation et non pas pour résoudre vos problèmes. Des exemples ?
Logement : Ilots des mariniers, villa Brune, rue du commandant Mouchotte, apparaissent des rési- dences à grand standing. Mais à quel prix ? Qui en profite ?... Des trusts immobiliers comme la SEMIREP récupèrent des loyers exorbitants et sous couvert de rénovation trouvent le prétexte de chasser de Paris les travailleurs. Des maisons sont vidées de leurs occu- pants alors qu'elles pourraient encore servir' pour des loyers assez modestes ! Mais cela ne ferait pas le compte de ces ""rénovateurs"" intéressés. C'est ce qu'ont démontré les occupants du 17, rue Jacquier.
Equipements sociaux : Les crèches : insuffisance manifeste ! les hôpitaux, comme Broussais et Saint-Jo- seph, surchargés et vétustes ! Les foyers pour personnes
âgées sont rares : 500 places en tout mises à leur disposition ! Alors que 14 % de la population de notre circonscription a plus de 65 ans, plusieurs milliers d'an- ciens travailleurs sont abandonnés dans leur solitude. Aucun logement accessible à leurs modestes ressources n'est prévu pour eux dans les immeubles luxueux qui se dressent dans votre quartier !
Loisirs : combien d'espaces verts dans le 14e ? de stades ? de piscines ? Dans les 2 maisons de jeunes existantes, il faut montrer pattes blanches ! Les enfants ne peuvent jouer librement par manque de terrains de jeu, même dans les rares espaces verts.
Plaisance pâtit de la malfaisance de leur ""nouvelle société"". C'est pourtant notr",Jean Guerard,0.995,,
EL136_L_1981_06_068_02_1_PF_01,homme,"Sciences Po / fonds CEVIPOF
ELECTIONS LEGISLATIVES DU 14 JUIN 1981 - 2e CIRCONSCRIPTION
Changer la vie, c'est enfin possible
Pour la majorité de gauche Pour réussir le changement
Guy BUECHER
- Né le 13 mars 1947 à Turckheim
- Demeure à Walbach dans la vallée de Munster
- Ajusteur de profession, a été ouvrier aux usines Peugeot-Mulhouse, où il fût aussi un militant syndical
- Depuis 1974 il est secrétaire fédéral du P. C. F.
- Marié et père d'un enfant
Votez pour les candidats du Parti Communiste Français
Suppléant de Guy BUECHER
André BERNAUER
- Né le 6 octobre 1938 à Wittenheim - Domicilié à Pulversheim
- Ajusteur aux M. D. P. A
- Militant syndical
- Dirigeant du P. C. - Baldersheim - Marié et père de 4 enfants
PARTI COMMUNISTE FRANÇAIS ☐ ☐ ☐ ☐ ☐ ☐ ☐ ☐ ☐ ☐ ☐Electrices, électeurs
Ensemble, le 10 mai nous avons remporté une première victoire en battant la droite et en élisant François MITTERRAND à la présidence de la République.
Le Parti Communiste qui a jeté toutes ses forces dans cette bataille se réjouit de la victoire avec tous ceux qui y ont contribué par leur vote.
Rappelez-vous ce que disait François MITTERRAND dans sa campagne électo- rale : « J'aurai besoin de toutes les forces de la France ».
Le Parti Communiste Français, deuxième composante principale de la majorité nouvelle est prêt à prendre ses responsabilités à tous les niveaux
Il nous faut donc élire une majorité d'union de la gauche à l'Assemblée Natio- nale pour mettre en place un gouvernement dans lequel se retrouveront toutes les forces qui ont contribué à la victoire.
Hier dans l'opposition, les communistes étaient les défenseurs intransigeants de vos intérêts.
Demain ils seront vos porte-paroles efficaces et les meilleurs artisans du chan- gement.
Vous connaissez leurs idées, leur dévouement, leur sens des responsabilités, leur combativité. Vous pouvez leur faire confiance.
Avec ténacité et sérieux, ils développeront l'action pour le plein emploi, la jus- tice sociale, l'amélioration de la vie d",Guy BUECHER,0.999,,
EL136_L_1981_06_068_02_1_PF_01,homme,"Sciences Po / fonds CEVIPOF
ELECTIONS LEGISLATIVES DU 14 JUIN 1981 - 2e CIRCONSCRIPTION
Changer la vie, c'est enfin possible
Pour la majorité de gauche Pour réussir le changement
Guy BUECHER
- Né le 13 mars 1947 à Turckheim
- Demeure à Walbach dans la vallée de Munster
- Ajusteur de profession, a été ouvrier aux usines Peugeot-Mulhouse, où il fût aussi un militant syndical
- Depuis 1974 il est secrétaire fédéral du P. C. F.
- Marié et père d'un enfant
Votez pour les candidats du Parti Communiste Français
Suppléant de Guy BUECHER
André BERNAUER
- Né le 6 octobre 1938 à Wittenheim - Domicilié à Pulversheim
- Ajusteur aux M. D. P. A
- Militant syndical
- Dirigeant du P. C. - Baldersheim - Marié et père de 4 enfants
PARTI COMMUNISTE FRANÇAIS ☐ ☐ ☐ ☐ ☐ ☐ ☐ ☐ ☐ ☐ ☐Electrices, électeurs
Ensemble, le 10 mai nous avons remporté une première victoire en battant la droite et en élisant François MITTERRAND à la présidence de la République.
Le Parti Communiste qui a jeté toutes ses forces dans cette bataille se réjouit de la victoire avec tous ceux qui y ont contribué par leur vote.
Rappelez-vous ce que disait François MITTERRAND dans sa campagne électo- rale : « J'aurai besoin de toutes les forces de la France ».
Le Parti Communiste Français, deuxième composante principale de la majorité nouvelle est prêt à prendre ses responsabilités à tous les niveaux
Il nous faut donc élire une majorité d'union de la gauche à l'Assemblée Natio- nale pour mettre en place un gouvernement dans lequel se retrouveront toutes les forces qui ont contribué à la victoire.
Hier dans l'opposition, les communistes étaient les défenseurs intransigeants de vos intérêts.
Demain ils seront vos porte-paroles efficaces et les meilleurs artisans du chan- gement.
Vous connaissez leurs idées, leur dévouement, leur sens des responsabilités, leur combativité. Vous pouvez leur faire confiance.
Avec ténacité et sérieux, ils développeront l'action pour le plein emploi, la jus- tice sociale, l'amélioration de la vie d",Guy BUECHER André BERNAUER,0.996,,
EL136_L_1981_06_068_02_1_PF_01,homme,"Sciences Po / fonds CEVIPOF
ELECTIONS LEGISLATIVES DU 14 JUIN 1981 - 2e CIRCONSCRIPTION
Changer la vie, c'est enfin possible
Pour la majorité de gauche Pour réussir le changement
Guy BUECHER
- Né le 13 mars 1947 à Turckheim
- Demeure à Walbach dans la vallée de Munster
- Ajusteur de profession, a été ouvrier aux usines Peugeot-Mulhouse, où il fût aussi un militant syndical
- Depuis 1974 il est secrétaire fédéral du P. C. F.
- Marié et père d'un enfant
Votez pour les candidats du Parti Communiste Français
Suppléant de Guy BUECHER
André BERNAUER
- Né le 6 octobre 1938 à Wittenheim - Domicilié à Pulversheim
- Ajusteur aux M. D. P. A
- Militant syndical
- Dirigeant du P. C. - Baldersheim - Marié et père de 4 enfants
PARTI COMMUNISTE FRANÇAIS ☐ ☐ ☐ ☐ ☐ ☐ ☐ ☐ ☐ ☐ ☐Electrices, électeurs
Ensemble, le 10 mai nous avons remporté une première victoire en battant la droite et en élisant François MITTERRAND à la présidence de la République.
Le Parti Communiste qui a jeté toutes ses forces dans cette bataille se réjouit de la victoire avec tous ceux qui y ont contribué par leur vote.
Rappelez-vous ce que disait François MITTERRAND dans sa campagne électo- rale : « J'aurai besoin de toutes les forces de la France ».
Le Parti Communiste Français, deuxième composante principale de la majorité nouvelle est prêt à prendre ses responsabilités à tous les niveaux
Il nous faut donc élire une majorité d'union de la gauche à l'Assemblée Natio- nale pour mettre en place un gouvernement dans lequel se retrouveront toutes les forces qui ont contribué à la victoire.
Hier dans l'opposition, les communistes étaient les défenseurs intransigeants de vos intérêts.
Demain ils seront vos porte-paroles efficaces et les meilleurs artisans du chan- gement.
Vous connaissez leurs idées, leur dévouement, leur sens des responsabilités, leur combativité. Vous pouvez leur faire confiance.
Avec ténacité et sérieux, ils développeront l'action pour le plein emploi, la jus- tice sociale, l'amélioration de la vie d",François MITTERRAND,0.999,,
EL136_L_1981_06_068_02_1_PF_01,homme,"Sciences Po / fonds CEVIPOF
ELECTIONS LEGISLATIVES DU 14 JUIN 1981 - 2e CIRCONSCRIPTION
Changer la vie, c'est enfin possible
Pour la majorité de gauche Pour réussir le changement
Guy BUECHER
- Né le 13 mars 1947 à Turckheim
- Demeure à Walbach dans la vallée de Munster
- Ajusteur de profession, a été ouvrier aux usines Peugeot-Mulhouse, où il fût aussi un militant syndical
- Depuis 1974 il est secrétaire fédéral du P. C. F.
- Marié et père d'un enfant
Votez pour les candidats du Parti Communiste Français
Suppléant de Guy BUECHER
André BERNAUER
- Né le 6 octobre 1938 à Wittenheim - Domicilié à Pulversheim
- Ajusteur aux M. D. P. A
- Militant syndical
- Dirigeant du P. C. - Baldersheim - Marié et père de 4 enfants
PARTI COMMUNISTE FRANÇAIS ☐ ☐ ☐ ☐ ☐ ☐ ☐ ☐ ☐ ☐ ☐Electrices, électeurs
Ensemble, le 10 mai nous avons remporté une première victoire en battant la droite et en élisant François MITTERRAND à la présidence de la République.
Le Parti Communiste qui a jeté toutes ses forces dans cette bataille se réjouit de la victoire avec tous ceux qui y ont contribué par leur vote.
Rappelez-vous ce que disait François MITTERRAND dans sa campagne électo- rale : « J'aurai besoin de toutes les forces de la France ».
Le Parti Communiste Français, deuxième composante principale de la majorité nouvelle est prêt à prendre ses responsabilités à tous les niveaux
Il nous faut donc élire une majorité d'union de la gauche à l'Assemblée Natio- nale pour mettre en place un gouvernement dans lequel se retrouveront toutes les forces qui ont contribué à la victoire.
Hier dans l'opposition, les communistes étaient les défenseurs intransigeants de vos intérêts.
Demain ils seront vos porte-paroles efficaces et les meilleurs artisans du chan- gement.
Vous connaissez leurs idées, leur dévouement, leur sens des responsabilités, leur combativité. Vous pouvez leur faire confiance.
Avec ténacité et sérieux, ils développeront l'action pour le plein emploi, la jus- tice sociale, l'amélioration de la vie d",François MITTERRAND,0.999,,
EL069_L_1973_03_091_02_1_PF_06,homme,"Elections Législatives du 4 mars 1973 - 2 Circonscription de l'Essonne
PSU
(1
CEUX qui ont les moyens, des capitaux bien placés, ceux qui tiennent le manche,
CEUX qui militarisent, font de « l'ORDRE » une reli- gion, « civilisent les peuples mal éduqués »,
CEUX qui trouvent le travail salissant,
CEUX-LA CONFISQUENT TOUS LES POUVOIRS ET GERENT NOTRE VIE A LA PETITE SEMAINE
Les patrons possèdent ; les travailleurs sont en tutelle.
Les banques et les promoteurs construisent n'importe quoi, n'importe où, n'importe comment ; les travailleurs paient.
Par l'école, la télévision, les journaux et l'armée, l'Etat nous apprend à OBEIR.
LA REGLE DU JEU ELECTORAL est imposée par la bourgeoisie : les banques orientent - Pompidou décide - les Préfets exécutent.
VIVRE ... C'EST EVIDEMMENT : un salaire minimal (1 000 F par mois actuellement) La mensualisation des salaires pour tous la retraite à 60 ans pour tous
le blocage des prix
la diminution du temps de travail la satisfaction des revendications les plus urgentes des travail- leurs ...
VIVRE ... CE SERAIT AUSSI :
DECIDER de nos conditions de travail (embauche - cadences - production) DECIDER de l'organisation des villes où nous vivons (équipements, loyers, centres commerciaux, loisirs ... )
DECIDER librement de notre existence personnelle par de nouveaux rapports sociaux dans lesquels les enfants ne seraient plus « dressés », les femmes dominées, les couples frustrés, les personnes âgées mises à l'écart,
DANS UN MONDE où la jeunesse ne serait plus réprimée, le racisme encou- ragé, la culture étouffée, l'imagination condamnée.
POUR CELA LES PROMESSES ELECTORALES SONT FALLACIEUSES
L'U.D.R., ses alliés et les réformateurs prétendent changer : Ils ne peuvent et ne veulent que continuer. Il FAUT LES RENVOYER SANS ATTENDRE
QUANT AU PROGRAMME COMMUN DE LA GAUCHE, il prend la défense des revendications immédiates des travailleurs, dont la satisfaction constituerait une amélioration. Certes, le programme commun s'affronte au capitalisme,",Pompidou,0.992,,
EL103_L_1978_03_038_07_1_PF_01,homme,"Sciences Po / fonds CEVIPOF
RÉPUBLIQUE FRANÇAISE LÉGISLATIVES DES 12 ET 19 MARS 1978
7e circonscription de l'ISERE
UNION de la DROITE PARTI des FORCES NOUVELLES
Candidat : GRENIER Gilbert
48 ans - Directeur technique - Ancien militaire (2° REP) Suppléant : VIGNERON Jean
Hommes et femmes de droite, je m'adresse à vous.
Au cours de la campagne électorale, vous avez entendu parler de tout et de rien. De tout, sauf de ce qui vous intéresse, sauf de la droite.
Pourtant, elle existe, elle est une force. Vous le savez, et les députés de la majorité le savent, eux qui comptent sur vous pour battre la gauche ... et être réélus.
Et qui peut fournir les hommes, les idées et les propositions pour la faire reculer, sinon la droite ? Aussi tous ensemble, avec vous, nous empêcherons la gauche de gagner au second tour.
Mais vous en avez également assez de la démission du gouvernement, de sa faiblesse, de ses reculades. Vous en avez assez de la terreur communiste dans les usines ou gauchiste dans les facultés, des promesses non tenues, du laisser-aller général.
Vous voulez que la majorité se ressaisisse, qu'elle prenne les mesures énergiques qui s'imposent ?
MONTREZ-LUI QUE LA DROITE EXISTE. Montrez-lui qu'elle est une force. Montrez-lui qu'il faut tenir compte de cette force.
Au second tour, nous voterons tous en bloc contre la gauche. Mais au premier tour, montrez quels sont vos choix et quelle est votre résolution. NE DONNEZ PAS UN CHEQUE EN BLANC A LA MAJORITÉ. Forcez-la à tenir compte de vos votes, donc de votre existence et de vos idées. Forcez-la à se droitiser.
Votez pour ceux qui se présentent à vous pour vous défendre, rassemblés sous le sigle UNION DE LA DROITE - PARTI DES FORCES NOUVELLES, avec le soutien de Jean-Louis Tixier-Vignancour .
Vous êtes de droite, vous voulez que la droite soit puissante ? Soyez logiques.
Au premier tour, votez à droite. VOTEZ PARTI des FORCES NOUVELLES
Pour la survie de la France, mi è l'occèrent chrétien votez pour l'espoir! Votez pour le P",GRENIER Gilbert,0.996,,
EL103_L_1978_03_038_07_1_PF_01,homme,"Sciences Po / fonds CEVIPOF
RÉPUBLIQUE FRANÇAISE LÉGISLATIVES DES 12 ET 19 MARS 1978
7e circonscription de l'ISERE
UNION de la DROITE PARTI des FORCES NOUVELLES
Candidat : GRENIER Gilbert
48 ans - Directeur technique - Ancien militaire (2° REP) Suppléant : VIGNERON Jean
Hommes et femmes de droite, je m'adresse à vous.
Au cours de la campagne électorale, vous avez entendu parler de tout et de rien. De tout, sauf de ce qui vous intéresse, sauf de la droite.
Pourtant, elle existe, elle est une force. Vous le savez, et les députés de la majorité le savent, eux qui comptent sur vous pour battre la gauche ... et être réélus.
Et qui peut fournir les hommes, les idées et les propositions pour la faire reculer, sinon la droite ? Aussi tous ensemble, avec vous, nous empêcherons la gauche de gagner au second tour.
Mais vous en avez également assez de la démission du gouvernement, de sa faiblesse, de ses reculades. Vous en avez assez de la terreur communiste dans les usines ou gauchiste dans les facultés, des promesses non tenues, du laisser-aller général.
Vous voulez que la majorité se ressaisisse, qu'elle prenne les mesures énergiques qui s'imposent ?
MONTREZ-LUI QUE LA DROITE EXISTE. Montrez-lui qu'elle est une force. Montrez-lui qu'il faut tenir compte de cette force.
Au second tour, nous voterons tous en bloc contre la gauche. Mais au premier tour, montrez quels sont vos choix et quelle est votre résolution. NE DONNEZ PAS UN CHEQUE EN BLANC A LA MAJORITÉ. Forcez-la à tenir compte de vos votes, donc de votre existence et de vos idées. Forcez-la à se droitiser.
Votez pour ceux qui se présentent à vous pour vous défendre, rassemblés sous le sigle UNION DE LA DROITE - PARTI DES FORCES NOUVELLES, avec le soutien de Jean-Louis Tixier-Vignancour .
Vous êtes de droite, vous voulez que la droite soit puissante ? Soyez logiques.
Au premier tour, votez à droite. VOTEZ PARTI des FORCES NOUVELLES
Pour la survie de la France, mi è l'occèrent chrétien votez pour l'espoir! Votez pour le P",VIGNERON Jean,0.992,,
EL103_L_1978_03_038_07_1_PF_01,homme,"Sciences Po / fonds CEVIPOF
RÉPUBLIQUE FRANÇAISE LÉGISLATIVES DES 12 ET 19 MARS 1978
7e circonscription de l'ISERE
UNION de la DROITE PARTI des FORCES NOUVELLES
Candidat : GRENIER Gilbert
48 ans - Directeur technique - Ancien militaire (2° REP) Suppléant : VIGNERON Jean
Hommes et femmes de droite, je m'adresse à vous.
Au cours de la campagne électorale, vous avez entendu parler de tout et de rien. De tout, sauf de ce qui vous intéresse, sauf de la droite.
Pourtant, elle existe, elle est une force. Vous le savez, et les députés de la majorité le savent, eux qui comptent sur vous pour battre la gauche ... et être réélus.
Et qui peut fournir les hommes, les idées et les propositions pour la faire reculer, sinon la droite ? Aussi tous ensemble, avec vous, nous empêcherons la gauche de gagner au second tour.
Mais vous en avez également assez de la démission du gouvernement, de sa faiblesse, de ses reculades. Vous en avez assez de la terreur communiste dans les usines ou gauchiste dans les facultés, des promesses non tenues, du laisser-aller général.
Vous voulez que la majorité se ressaisisse, qu'elle prenne les mesures énergiques qui s'imposent ?
MONTREZ-LUI QUE LA DROITE EXISTE. Montrez-lui qu'elle est une force. Montrez-lui qu'il faut tenir compte de cette force.
Au second tour, nous voterons tous en bloc contre la gauche. Mais au premier tour, montrez quels sont vos choix et quelle est votre résolution. NE DONNEZ PAS UN CHEQUE EN BLANC A LA MAJORITÉ. Forcez-la à tenir compte de vos votes, donc de votre existence et de vos idées. Forcez-la à se droitiser.
Votez pour ceux qui se présentent à vous pour vous défendre, rassemblés sous le sigle UNION DE LA DROITE - PARTI DES FORCES NOUVELLES, avec le soutien de Jean-Louis Tixier-Vignancour .
Vous êtes de droite, vous voulez que la droite soit puissante ? Soyez logiques.
Au premier tour, votez à droite. VOTEZ PARTI des FORCES NOUVELLES
Pour la survie de la France, mi è l'occèrent chrétien votez pour l'espoir! Votez pour le P",Jean-Louis Tixier-Vignancour,0.999,,
